Date,MMWR_week,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_5Plus,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Administered_5Plus,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Janssen,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf,Admin_Per_100K,Admin_Per_100k_5Plus,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus,Recip_Administered,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Pop_Pct,Series_Complete_5PlusPop_Pct,Series_Complete_12PlusPop_Pct,Series_Complete_18PlusPop_Pct,Series_Complete_65PlusPop_Pct,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Unk_Manuf,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Unk_Manuf_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Unk_Manuf_65Plus,Additional_Doses_Vax_Pct,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf,month,year,day_of_week,YearMonth,is_segmented_outlier,quarter,dayofyear,dayofmonth,weekofyear,season,holidays,holiday_season,vax_announcement,Additional_Doses_Vax_Pct_1_hr_lag
2022-08-10,32,VT,2000490,73300,781520,1144370,0,320597,336247.0,363098,392265,1599890,1495505,1488356.0,1425774,1335954,444634,53935,586860,853815,892.0,239668,250167.0,258785,261960,355596,1472209,95.0,95.0,95.0,95.0,95.0,82.6,86.4,88.4,88.9,95.0,47695,182407,284701,296.0,47681,181570,257713,296.0,47616,181515,224103,277.0,2671,62901,63813,157.0,62.9,66.6,76.2,83.0,136718.0,182840.0,4572.0,21.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,48.3
2022-08-10,32,NY,50018095,1924400,17752980,30332115,0,257115,272927.0,298202,324261,1517470,40852886,40772980.0,39406708,36971149,9477406,1447622,14791468,24585247,28202.0,210002,222480.0,234938,239679,287530,40897357,91.7,95.0,95.0,95.0,95.0,78.3,83.0,87.1,88.2,94.0,1264382,5084118,8869234,8319.0,1264156,5073038,8263210,7625.0,1263090,5070350,7265548,6784.0,188089,1456607,1452444,2298.0,47.0,50.2,61.2,68.6,2992404.0,4050924.0,119024.0,955.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,62.9
2022-08-10,32,VI,158160,3000,42540,112420,0,148800,158757.0,176863,194045,772341,149245,149147.0,146589,139420,43092,2334,44874,102037,0.0,140413,149710.0,163924,171053,210431,147368,67.0,71.4,77.9,80.9,95.0,54.2,57.8,63.1,65.5,76.0,2121,16063,39403,10.0,2118,16053,38285,10.0,2114,16029,35248,10.0,571,6225,8760,4.0,31.7,33.4,41.9,48.8,6139.0,11973.0,146.0,3.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,47.0
2022-08-10,32,TN,14176730,523400,5439140,8207290,0,207591,220802.0,242937,266524,1239880,10403834,10391623.0,10162362,9667628,3129911,268356,3987026,6075484,72258.0,152344,161849.0,174145,181752,273739,10239425,63.2,67.0,71.7,74.2,93.2,55.3,58.8,63.0,65.2,85.5,238675,1338049,2182390,13811.0,238614,1337298,2084861,13721.0,238341,1336628,1881648,13513.0,36156,485591,449139,6800.0,46.1,48.6,60.7,70.2,725300.0,987180.0,23044.0,5141.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,31.7
2022-08-10,32,OR,11201085,464600,4249160,6478225,0,265571,280734.0,307067,334244,1462130,8228361,8208717.0,7925336,7446885,2270831,277866,3073086,4858361,18828.0,195089,205736.0,217265,222217,296422,8228761,79.1,83.3,87.2,88.6,95.0,70.6,74.5,78.3,79.5,92.4,248963,1013558,1707421,6319.0,248960,1013497,1587882,6299.0,248083,1010473,1401247,5922.0,52732,319494,333769,1642.0,55.9,58.9,70.3,78.2,692178.0,945765.0,24468.0,1039.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,46.1
2022-08-10,32,BP2,367230,16100,162820,188310,0,0,0.0,0,0,0,329773,329771.0,329771,329771,11018,14174,152053,163514,32.0,0,0.0,0,0,0,329773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13493,55408,68599,0.0,13492,55408,68599,0.0,13492,55408,68599,0.0,196,1816,1726,0.0,37.3,37.3,54.3,70.4,31222.0,19450.0,643.0,22.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,55.9
2022-08-10,32,IA,7363455,291800,2884320,4180235,0,233385,248813.0,275138,303244,1331660,5378641,5367324.0,5201177,4902526,1677378,180164,2140511,3057185,710.0,170476,181363.0,194343,201897,303349,5389475,69.0,73.2,77.9,80.2,95.0,62.8,66.9,71.3,73.4,94.3,164500,725128,1091189,514.0,164494,724031,1018189,504.0,164396,723788,894392,487.0,14665,274169,232589,149.0,54.8,58.4,71.5,80.2,483692.0,586919.0,14311.0,98.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,37.3
2022-08-10,32,MS,6109115,231300,2475460,3399955,0,205269,218755.0,242288,268230,1255230,4041488,4039223.0,3953889,3732632,1210031,94619,1626683,2316281,3887.0,135796,144637.0,156812,163887,248623,4103249,60.7,64.6,69.7,72.2,92.7,52.8,56.3,60.9,63.2,85.1,87594,594436,888113,1752.0,87570,594295,851645,1725.0,87479,593902,756711,1630.0,17865,209917,185743,670.0,39.6,42.0,55.2,65.0,283741.0,329273.0,8474.0,962.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,54.8
2022-08-10,32,HI,3799580,124600,1444120,2228460,0,268356,285543.0,313727,340463,1415390,3140303,3131215.0,3006623,2806705,837784,71283,1151320,1917048,651.0,221793,235314.0,248254,251496,312084,3171179,89.3,94.5,95.0,95.0,95.0,79.6,84.5,88.4,88.7,94.0,65988,370443,689904,202.0,65958,370001,634580,179.0,65771,369155,554429,149.0,11805,111072,129561,20.0,57.1,61.0,74.8,82.2,271155.0,365044.0,6495.0,102.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,39.6
2022-08-10,32,RI,2835325,90300,1094800,1647025,0,267645,282167.0,305698,331669,1515840,2338030,2333558.0,2255920,2116664,611147,66323,893573,1375804,2145.0,220702,232232.0,243228,247602,326736,2524108,95.0,95.0,95.0,95.0,95.0,84.5,89.0,91.9,92.6,95.0,61071,298294,534899,566.0,61070,297896,492930,554.0,61041,297749,432456,527.0,6828,86548,100228,160.0,55.8,59.9,71.2,78.9,208392.0,285450.0,5281.0,116.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,57.1
2022-08-10,32,AR,6893480,258300,2910920,3703260,0,228427,243643.0,269566,297434,1315850,4435639,4427439.0,4306374,4038887,1303422,125129,1897202,2408882,4010.0,146982,156483.0,168399,174267,248801,4491095,68.0,72.3,77.3,79.4,95.0,55.4,59.1,63.4,65.2,81.9,114867,676315,880065,1172.0,114734,675897,830414,1138.0,114282,674659,720886,1083.0,15863,240339,172166,539.0,41.8,44.5,56.9,66.9,335137.0,352525.0,10297.0,565.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,55.8
2022-08-10,32,IN,14950580,621500,5281100,9045780,0,222075,236789.0,262059,289502,1376990,10236442,10222887.0,9916723,9343548,3019086,315756,3695759,6190272,34523.0,152052,161911.0,173824,180928,278066,10244434,63.0,67.0,71.4,73.7,94.7,56.7,60.5,64.7,66.9,88.4,289638,1283312,2236230,9092.0,289603,1282106,2111470,9029.0,289304,1281691,1877349,8866.0,31545,469328,454341,4089.0,48.5,51.2,63.0,72.4,712839.0,1112420.0,22917.0,2104.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,41.8
2022-08-10,32,ND,1528600,53500,581120,893180,0,200587,215916.0,239876,262695,1275480,1151867,1149114.0,1110516,1050123,321998,39876,425326,686282,376.0,151151,162313.0,174268,180467,268679,1129445,66.8,71.6,76.6,79.0,95.0,56.5,60.8,65.2,67.2,87.6,36791,147618,246162,56.0,36783,147591,230915,56.0,36629,147376,207062,54.0,4392,49330,51311,7.0,45.0,47.7,61.3,70.9,81006.0,110213.0,2530.0,18.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,48.5
2022-08-10,32,DC,2113905,71900,752680,1288025,0,299526,320104.0,346682,365993,2420230,1656528,1642605.0,1586657,1517179,311693,38730,604384,1011234,2131.0,234719,248736.0,260213,262678,356861,1561812,95.0,95.0,95.0,95.0,95.0,78.1,83.0,86.1,86.2,95.0,40923,189488,320151,692.0,40899,186429,296720,679.0,40875,186316,270236,649.0,2999,46438,38359,177.0,43.8,45.8,59.1,68.4,99876.0,139594.0,1743.0,158.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,45.0
2022-08-10,32,MA,18560570,625700,7086280,10845390,0,269286,284012.0,308482,335046,1587280,15679355,15610852.0,14968695,13985789,3752104,407040,6161579,9110211,477.0,227484,238876.0,248784,252465,320876,15763020,95.0,95.0,95.0,95.0,95.0,80.6,84.8,87.6,88.3,95.0,384188,1959013,3209369,281.0,384159,1951072,2935187,277.0,382856,1945569,2560474,254.0,74646,530470,558273,79.0,53.4,56.8,65.9,72.0,1345866.0,1589563.0,27648.0,41.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,43.8
2022-08-10,32,NJ,24153215,990600,8713740,14431375,0,271929,288655.0,317039,347848,1636910,18006683,17970659.0,17322264,16120639,4217928,581220,6798631,10626083,514.0,202728,214767.0,227375,232165,285858,18541979,92.1,95.0,95.0,95.0,95.0,76.9,81.6,85.8,87.0,94.6,520439,2352781,3958297,446.0,520336,2348003,3668439,441.0,520031,2347184,3173151,423.0,93735,649871,652774,93.0,49.7,53.1,62.9,69.9,1413904.0,1910267.0,68247.0,91.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,53.4
2022-08-10,32,NH,3945000,184500,1378040,2380860,0,290135,304377.0,329143,357189,1553980,2703509,2698429.0,2619706,2461286,773515,89200,997674,1616398,201.0,198830,208198.0,218569,222850,304697,2714949,90.3,94.4,95.0,95.0,95.0,72.1,75.6,79.1,80.6,95.0,79775,350276,550536,132.0,79763,349707,518272,128.0,79730,349547,460867,117.0,15762,104351,135200,49.0,48.2,50.6,58.2,62.8,196117.0,268483.0,7927.0,48.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,49.7
2022-08-10,32,VA,21644885,794600,7756900,13089985,0,253586,269549.0,296222,324284,1592820,17297780,17232169.0,16514069,15366601,4144478,505595,6152628,10627255,12102.0,202656,214596.0,226004,230223,304986,17535833,87.6,92.6,95.0,95.0,95.0,74.4,78.9,82.5,83.3,95.0,459948,2056158,3825934,4623.0,459009,2049887,3517339,4303.0,457444,2043950,3054816,3871.0,73634,601846,620515,1142.0,50.8,54.4,66.3,75.2,1283235.0,1893732.0,45620.0,1130.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,48.2
2022-08-10,32,OK,8023360,332600,3387080,4292480,0,202765,216763.0,241288,267024,1263260,6165367,6158763.0,6008421,5654406,1727890,155974,2485427,3518991,4933.0,155810,166388.0,180692,188183,272052,6148147,72.5,77.3,83.7,86.6,95.0,58.4,62.5,67.6,69.9,89.9,145993,872289,1292837,1061.0,145975,871708,1229060,1016.0,145894,871376,1081512,920.0,20859,289663,260106,250.0,39.3,41.8,54.2,63.5,407994.0,487027.0,12403.0,727.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,50.8
2022-08-10,32,PW,46890,3800,30000,13090,0,217769,230158.0,251488,282759,2353920,49305,49287.0,46607,42949,5333,2356,37737,9047,165.0,228985,241923.0,249971,258994,267721,49682,95.0,95.0,95.0,95.0,94.1,85.1,89.9,92.4,95.0,90.8,2360,12715,3157,81.0,2360,12715,2070,81.0,2360,12715,623,81.0,227,1541,39,2.0,65.6,70.7,80.1,86.9,10851.0,1163.0,2.0,0.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,39.3
2022-08-10,32,IL,30267275,1173500,10614040,18470935,0,238855,253816.0,279275,307159,1481340,23726379,23650213.0,22670527,21112469,5831381,683593,8414857,14595889,31280.0,187237,198327.0,209180,214254,285400,24017760,77.1,81.4,85.1,86.4,95.0,69.5,73.7,77.1,78.3,89.6,626328,2846523,5319324,9938.0,626266,2842076,4881329,9868.0,623608,2834222,4245534,9599.0,84028,815771,926607,3882.0,54.5,58.6,71.1,80.1,1899881.0,2834958.0,55974.0,2149.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,65.6
2022-08-10,32,WA,19849395,770000,7274900,11789795,0,260665,277287.0,305332,333501,1640820,15304479,15243546.0,14654838,13711514,3763382,490769,5735498,9063524,13986.0,200981,212946.0,225427,230375,311095,15496834,82.5,87.2,91.6,93.1,95.0,73.5,78.1,82.1,83.3,95.0,456652,1921215,3214143,5082.0,456595,1910937,2963682,4998.0,456241,1910096,2584761,4829.0,59335,523516,572079,2058.0,55.4,58.6,71.0,79.0,1303425.0,1756898.0,38929.0,1325.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,54.5
2022-08-10,32,IH2,3245995,110200,1422980,1708015,100,155847,0.0,0,0,0,2340381,2336373.0,2240924,2048604,427688,41729,1084982,1213489,175.0,112366,0.0,0,0,0,2340381,53.8,0.0,0.0,0.0,0.0,42.6,0.0,0.0,0.0,0.0,39121,399750,449390,6.0,39094,399540,409841,6.0,39049,399263,332722,6.0,3501,81440,58726,1.0,33.9,36.2,44.8,52.4,140131.0,158616.0,2449.0,119.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,55.4
2022-08-10,32,MN,14167760,507100,5069820,8587840,0,251218,267922.0,296515,326711,1539340,10977005,10927897.0,10465323,9779796,2978141,359363,3983408,6628234,5725.0,194640,206654.0,219027,225524,323577,10993581,76.5,80.9,84.7,86.5,95.0,70.1,74.6,78.3,79.9,95.0,330242,1321571,2301503,2071.0,330222,1318027,2092322,2021.0,329653,1315618,1815601,1957.0,50754,379338,468458,499.0,59.9,64.6,76.4,84.2,928714.0,1411727.0,29275.0,513.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,33.9
2022-08-10,32,MO,12788605,434700,4910660,7437045,0,208371,221665.0,244257,268282,1204160,9396090,9375395.0,9106707,8597489,2800868,252566,3403656,5737343,2508.0,153095,162504.0,173934,180360,263726,9376800,67.4,71.4,76.0,78.2,95.0,57.1,60.7,64.8,66.7,86.2,239797,1189713,2075355,998.0,239764,1188148,1962420,935.0,239513,1187610,1752249,679.0,40329,416892,458133,190.0,44.5,47.1,58.5,67.8,630454.0,913013.0,18087.0,135.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,59.9
2022-08-10,32,MH,116680,12800,64000,38780,0,150088,168618.0,203385,245492,3126470,81936,81433.0,72216,62718,3948,3072,59028,19831,5.0,105396,117681.0,125880,131957,105788,82002,50.4,56.0,57.5,58.3,41.6,40.7,45.7,49.2,51.7,37.6,2971,21317,7364,5.0,2967,21307,3953,5.0,2957,21268,335,4.0,123,1266,13,0.0,38.4,47.9,59.3,62.5,11278.0,793.0,77.0,0.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,44.5
2022-08-10,32,DD2,6931410,210500,2274540,4431770,0,0,0.0,0,0,0,8814331,8813654.0,8646927,8182457,826855,321027,2888090,5569739,34897.0,0,0.0,0,0,0,8814331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311828,1017207,2048720,7076.0,311797,1017154,1986386,6912.0,311507,1016565,1808073,6678.0,10270,78923,147063,330.0,24.4,25.1,35.4,36.9,286514.0,532117.0,5386.0,1501.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,38.4
2022-08-10,32,ME,3819050,156600,1508820,2150230,0,284111,298206.0,322300,348654,1338770,3031289,3023371.0,2926444,2767357,974242,144512,1248804,1633785,4162.0,225507,236076.0,246971,252641,341522,3044247,92.9,95.0,95.0,95.0,95.0,81.0,85.0,88.2,89.7,95.0,132504,394358,561303,1021.0,132482,393724,518384,997.0,132421,393654,455598,897.0,24769,136865,133150,358.0,58.1,61.3,71.6,79.1,284990.0,335659.0,10999.0,699.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,24.4
2022-08-10,32,NM,4904845,188700,1920000,2793145,0,233917,248241.0,274408,302583,1298930,4166200,4157688.0,4003979,3728220,1138806,120249,1688065,2346719,11123.0,198690,210426.0,224007,229996,301586,4341004,90.1,95.0,95.0,95.0,95.0,72.5,76.9,81.3,82.6,95.0,111192,573524,833238,2597.0,111174,572655,767550,2565.0,111026,572200,652583,2518.0,21447,171487,171143,1189.0,52.2,55.7,65.1,70.6,328629.0,453283.0,11030.0,397.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,58.1
2022-08-10,32,CA,98985785,3756100,35786180,59384805,0,250519,266603.0,294195,323297,1695510,79319740,79032491.0,75909889,70371294,17340259,2321758,29781937,47199182,15687.0,200747,212862.0,225612,229839,297018,79796815,83.8,88.7,93.2,94.2,95.0,73.3,77.8,82.0,82.7,92.1,2097348,9927137,16932935,5231.0,2096680,9891404,15587513,5175.0,2089106,9864196,13375967,4865.0,203058,2712371,2457167,1537.0,55.5,59.5,70.6,78.0,6723387.0,9121887.0,235715.0,687.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,52.2
2022-08-10,32,VA2,8569020,626800,4191380,3746040,0,0,0.0,0,0,0,7723786,7723608.0,7723586,7720191,4144505,256221,3992202,3475317,39.0,0,0.0,0,0,0,7723786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233939,1462077,1282528,2.0,233932,1462053,1282483,2.0,233897,1462014,1281148,2.0,76701,831884,613637,1.0,40.3,40.3,46.3,51.4,636244.0,543421.0,21248.0,1.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,55.5
2022-08-10,32,WY,1076985,48900,471940,554945,0,186085,198038.0,219470,242006,1085900,773812,772954.0,755676,717386,246223,28978,342240,401844,746.0,133702,142132.0,153993,161201,248261,781151,59.0,62.7,67.6,70.3,94.6,51.7,55.0,59.4,61.8,85.2,26933,121636,150627,192.0,26929,121526,142958,191.0,26908,121500,126567,185.0,3974,43462,37030,65.0,45.0,47.5,59.7,69.4,62592.0,70158.0,1888.0,73.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,40.3
2022-08-10,32,AZ,16269220,613800,6184420,9467000,0,223518,237544.0,262151,288539,1243220,12860387,12836919.0,12377973,11527430,3779304,376124,5013436,7429565,40901.0,176685,187430.0,199450,204442,288798,12597424,75.1,79.6,83.9,85.1,95.0,62.9,66.8,70.8,72.1,87.9,338400,1665388,2563833,10466.0,338151,1663871,2382091,10387.0,337804,1663074,2052415,10213.0,51411,558297,535496,5485.0,44.8,47.8,59.1,65.3,881564.0,1141364.0,25261.0,3155.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,45.0
2022-08-10,32,ID,3848490,158900,1507080,2171310,0,215353,230329.0,257354,287444,1324010,2573738,2569873.0,2500615,2355449,778827,89294,974621,1505491,4289.0,144020,153805.0,167220,175929,267942,2602974,62.2,66.4,71.8,74.8,95.0,55.0,58.8,63.6,66.3,88.2,82472,336451,562895,955.0,82461,336129,531266,949.0,82397,335969,467683,941.0,12352,118195,125372,362.0,45.6,48.5,61.8,69.9,188006.0,253887.0,6452.0,156.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,44.8
2022-08-10,32,LA,8967550,327400,3688080,4947170,0,192901,206277.0,228571,251815,1210160,6506052,6499795.0,6363801,6023472,1885268,201104,2654281,3647165,3371.0,139951,149513.0,162205,169143,254415,6486779,61.9,66.1,71.3,73.6,91.9,54.2,58.0,62.8,65.2,86.6,182630,971236,1366098,1300.0,182593,970770,1310033,1272.0,182391,970177,1166272,1246.0,22501,305450,313479,219.0,41.5,44.0,57.3,67.4,463863.0,568710.0,13896.0,115.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,45.6
2022-08-10,32,MI,23615510,955000,9438420,13208790,0,236466,250684.0,274759,301106,1337690,16604053,16584341.0,16085567,15201541,4931433,470231,6554890,9576453,2416.0,166259,176047.0,187150,193825,279338,16942027,67.9,71.8,75.8,78.0,95.0,60.9,64.6,68.2,70.1,89.4,424555,2208106,3452900,1291.0,424522,2205939,3230943,1262.0,424200,2205145,2871268,1131.0,71442,791190,714810,632.0,55.9,59.4,69.6,77.7,1496703.0,1859873.0,48712.0,195.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,41.5
2022-08-10,32,MP,133630,3600,27420,102410,0,257719,277805.0,315985,370423,3559670,111890,111724.0,102853,90460,9172,1391,15427,95063,9.0,215791,232265.0,243209,250755,244326,112064,88.6,95.0,95.0,95.0,86.8,84.0,90.5,93.2,94.9,83.4,1176,5248,37109,3.0,1176,5238,32999,3.0,1176,5237,27827,3.0,120,504,2507,0.0,51.1,59.1,72.0,77.9,4288.0,17725.0,217.0,0.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,55.9
2022-08-10,32,NC,24395820,942500,9256180,14173940,0,232605,246963.0,271502,297969,1393180,17552622,17507035.0,16938204,15916412,4855721,520614,6558729,10471970,1099.0,167358,177227.0,188506,194402,277296,17507007,86.9,91.9,95.0,95.0,95.0,63.2,67.1,71.2,73.2,95.0,489620,2311557,3831157,357.0,489591,2307060,3599929,342.0,488080,2303859,3197047,327.0,55794,803628,826628,74.0,28.5,30.0,36.6,40.3,801696.0,1055672.0,29651.0,97.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,51.1
2022-08-10,32,SC,11670175,460800,4894840,6279335,0,226662,240312.0,264033,289042,1245450,7886651,7873046.0,7679855,7271931,2506651,232718,3072875,4578674,2349.0,153177,162122.0,173753,180108,267512,7931761,69.1,73.0,77.8,80.1,95.0,58.1,61.6,65.8,67.7,89.1,210311,1067045,1715232,580.0,210260,1066285,1629964,571.0,209632,1064046,1458800,557.0,31463,357400,445799,234.0,42.4,44.9,56.7,65.8,539704.0,705791.0,22923.0,541.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,28.5
2022-08-10,32,DE,2622555,100900,1020700,1499355,0,269321,285357.0,312281,340507,1388290,1917073,1913309.0,1854763,1740357,597805,62796,739362,1112467,2412.0,196872,208184.0,220856,225964,316456,1894098,85.0,89.8,94.7,95.0,95.0,70.7,74.8,79.0,80.5,95.0,57691,240983,388559,825.0,57680,240781,364196,818.0,57630,240632,320589,788.0,10066,77262,98496,388.0,48.2,50.9,62.5,71.2,140295.0,185686.0,5290.0,82.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,42.4
2022-08-10,32,KY,9839675,388700,4071600,5374075,0,220242,234554.0,258519,283990,1310970,6815222,6803902.0,6621848,6258507,1962800,240067,2793069,3779526,2484.0,152545,162188.0,173977,180631,261510,6896268,67.3,71.4,76.2,78.6,95.0,58.3,62.0,66.3,68.4,87.5,214272,992287,1394375,1905.0,214236,991291,1316235,1887.0,214099,991000,1163208,1785.0,38998,300346,316489,864.0,46.1,48.8,60.8,70.0,533941.0,642384.0,24337.0,242.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,48.2
2022-08-10,32,WI,12873845,453600,4849500,7560645,0,221108,234414.0,257488,282579,1265560,10854267,10827351.0,10478329,9872725,3294269,337079,4146543,6367394,3223.0,186421,197150.0,209575,216705,323843,10855109,73.0,77.0,81.2,83.2,95.0,66.5,70.4,74.3,76.1,95.0,302201,1354214,2213372,1168.0,302169,1351666,2058767,1139.0,301963,1351281,1814393,1070.0,30828,471450,484604,378.0,58.1,61.9,73.4,82.1,919545.0,1303411.0,27642.0,209.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,46.1
2022-08-10,32,NE,4420640,151600,1554080,2712760,0,228527,245111.0,273316,303129,1414800,3372610,3364719.0,3238716,3023248,940102,95585,1206147,2062844,7913.0,174348,186563.0,200241,207308,300873,3395120,71.5,76.4,81.3,83.4,95.0,64.6,69.2,73.8,75.7,93.3,89343,421282,736046,1945.0,89315,419934,681725,1904.0,89238,419715,593373,1778.0,7044,141223,142376,965.0,53.0,56.6,69.8,78.4,253091.0,401016.0,7078.0,746.0,8,2022,Wednesday,2022-08,False,3,222,10,32,summer,Normal day,False,False,58.1
2022-08-03,31,IN,14832680,621400,5233300,8976980,0,220324,234922.0,259993,287219,1366130,10217358,10205791.0,9901774,9329906,3012797,315641,3689537,6177709,34344.0,151768,161641.0,173562,180664,277487,10220421,62.9,67.0,71.4,73.7,94.6,56.6,60.4,64.6,66.9,88.3,289485,1281963,2232199,9057.0,289450,1281148,2107915,9001.0,289151,1280744,1874079,8840.0,31539,469122,454164,4077.0,48.4,51.2,62.9,72.4,711695.0,1108714.0,22901.0,2078.0,8,2022,Wednesday,2022-08,False,3,215,3,31,summer,Normal day,False,False,53.0
2022-08-03,31,GA,23761555,845500,9286900,13620255,0,223798,238549.0,264367,292863,1566400,15496475,15483431.0,15061099,14131114,3822427,344371,6045183,9062426,44472.0,145953,155443.0,167567,174167,251980,15645299,66.5,70.7,75.9,78.2,95.0,55.7,59.3,63.9,66.0,84.6,324959,2180008,3390251,13582.0,324813,2179611,3221976,13256.0,324430,2178480,2841484,11784.0,35579,698932,545650,3097.0,40.2,42.7,54.0,62.2,1048295.0,1298780.0,26158.0,2334.0,8,2022,Wednesday,2022-08,False,3,215,3,31,summer,Normal day,False,False,48.4
2022-08-03,31,WY,1070885,48800,469040,552345,0,185031,196916.0,218227,240635,1079750,772940,772122.0,754903,716671,245901,28971,341853,401372,741.0,133551,141979.0,153835,161041,247937,779736,59.0,62.7,67.6,70.3,94.6,51.7,55.0,59.3,61.7,85.2,26925,121412,150401,191.0,26921,121316,142740,190.0,26900,121290,126363,184.0,3971,43434,37018,65.0,45.0,47.5,59.7,69.4,62508.0,70006.0,1884.0,72.0,8,2022,Wednesday,2022-08,False,3,215,3,31,summer,Normal day,False,False,40.2
