Date,MMWR_week,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_5Plus,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Administered_5Plus,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Janssen,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf,Admin_Per_100K,Admin_Per_100k_5Plus,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus,Recip_Administered,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Pop_Pct,Series_Complete_5PlusPop_Pct,Series_Complete_12PlusPop_Pct,Series_Complete_18PlusPop_Pct,Series_Complete_65PlusPop_Pct,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Unk_Manuf,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Unk_Manuf_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Unk_Manuf_65Plus,Additional_Doses_Vax_Pct,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf,month,year,day_of_week,YearMonth,is_segmented_outlier,quarter,dayofyear,dayofmonth,weekofyear,season,holidays,holiday_season,vax_announcement,Additional_Doses_Vax_Pct_1_hr_lag
2023-04-12,15,TX,80161565,2668000,25448580,43553365,0,276458,296840.0,332605,371186,2146670,52325747,52027810.0,49731913,45731769,11387140,1548828,17669361,29783223,59108.0,180459,192660.0,206347,211760,304940,51177328,76.8,81.9,86.8,87.9,95.0,63.4,67.9,72.7,74.1,89.1,1354449,6250351,10763130,16479.0,1354136,6215513,9930077,15241.0,1352591,6208408,8419020,13010.0,176761,1568478,1578335,3496.0,40.6,44.1,58.8,68.3,3319278.0,4044818.0,95678.0,7080.0,4,2023,Wednesday,2023-04,False,2,102,12,15,spring,Normal day,False,False,54.7
2023-04-12,15,WI,16338475,457200,5142400,8181185,0,280612,297499.0,326783,358627,1606150,12406265,12311375.0,11895876,11231755,3929361,338915,4215065,6526550,5087.0,213077,224172.0,237927,246535,386276,12410297,75.3,79.0,83.1,85.1,95.0,68.3,72.0,75.8,77.6,95.0,303846,1389294,2273238,1834.0,303814,1375260,2106082,1706.0,303602,1374477,1857149,1501.0,30984,480127,496807,451.0,61.0,64.1,75.5,84.0,964412.0,1434023.0,27837.0,461.0,4,2023,Wednesday,2023-04,False,2,102,12,15,spring,Normal day,False,False,40.6
2023-04-12,15,DD2,7760330,210800,2346340,4628270,0,0,0.0,0,0,0,9408465,9381706.0,9189471,8669265,893455,331804,2990539,5836753,53286.0,0,0.0,0,0,0,9408465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323122,1122997,2269291,13029.0,323087,1119998,2196737,12517.0,322713,1118645,1991675,11163.0,10689,86737,158263,826.0,28.1,28.9,39.8,41.6,350098.0,685108.0,6678.0,6107.0,4,2023,Wednesday,2023-04,False,2,102,12,15,spring,Normal day,False,False,61.0
2023-04-12,15,BP2,420170,16200,172520,199110,0,0,0.0,0,0,0,347741,347739.0,347739,347739,11922,14831,156498,166530,38.0,0,0.0,0,0,0,347741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14150,57140,70429,0.0,14149,57140,70429,0.0,14149,57140,70429,0.0,201,1838,1783,0.0,37.8,37.8,54.9,70.6,31607.0,21350.0,643.0,23.0,4,2023,Wednesday,2023-04,False,2,102,12,15,spring,Normal day,False,False,28.1
2023-04-12,15,ND,1896470,53600,600920,990720,0,248860,267878.0,297604,325915,1582440,1311591,1299888.0,1251693,1183514,386260,40026,430096,713651,344.0,172111,183610.0,196422,203391,322300,1281035,69.6,74.1,79.0,81.3,95.0,58.8,63.0,67.3,69.4,91.7,36920,151290,258940,86.0,36912,151031,241040,79.0,36756,150776,216059,74.0,4404,50868,54661,11.0,48.9,50.9,64.6,74.3,85830.0,130579.0,2542.0,37.0,4,2023,Wednesday,2023-04,False,2,102,12,15,spring,Normal day,False,False,37.8
2023-04-12,15,VI,172740,3400,44240,115760,0,162518,173392.0,193167,211933,843539,155023,154867.0,152209,144918,46026,2353,45731,103008,0.0,145849,155451.0,170209,177798,224758,153323,70.7,75.4,82.3,85.6,95.0,55.5,59.2,64.7,67.2,79.7,2138,16717,40130,11.0,2135,16705,38980,11.0,2131,16675,35923,11.0,576,6607,9124,4.0,31.5,33.1,41.3,47.6,6329.0,12084.0,150.0,3.0,4,2023,Wednesday,2023-04,False,2,102,12,15,spring,Normal day,False,False,48.9
2023-04-12,15,CA,120071440,3784800,37596480,63064040,0,303884,323394.0,356864,392165,2056680,88190622,87488454.0,83938302,78032141,20156036,2315723,29965275,47823408,13017.0,223198,235637.0,249473,254861,345249,88695471,85.0,89.5,93.9,94.9,95.0,74.8,79.1,83.1,83.8,93.1,2089453,10121985,17291190,4704.0,2088680,9998902,15849198,4585.0,2081102,9969920,13611837,4257.0,201813,2733827,2500606,1291.0,58.9,62.7,73.9,81.5,7142891.0,10040788.0,237593.0,1113.0,4,2023,Wednesday,2023-04,False,2,102,12,15,spring,Normal day,False,False,31.5
2023-04-12,15,OR,14055745,466700,4482260,7050915,0,333253,352281.0,385324,419427,1834760,9355292,9285389.0,8943765,8416149,2672730,279576,3128573,4979443,24637.0,221808,232721.0,245185,251140,348884,9352030,81.9,85.6,89.5,90.9,95.0,72.6,76.3,80.0,81.3,94.4,250354,1036671,1760462,8059.0,250350,1031532,1629519,7784.0,249466,1028269,1438687,7186.0,52900,325245,342830,1966.0,59.0,61.4,72.8,80.4,725430.0,1055862.0,24698.0,2014.0,4,2023,Wednesday,2023-04,False,2,102,12,15,spring,Normal day,False,False,58.9
2023-04-12,15,SC,14129805,466700,5125140,6874265,0,274434,290961.0,319681,349962,1507950,8647892,8610416.0,8392682,7959647,2863455,233994,3124088,4675620,3324.0,167962,177306.0,189881,197141,305591,8691090,71.2,75.0,79.9,82.2,95.0,60.0,63.4,67.6,69.6,91.8,211578,1101606,1771799,975.0,211527,1098046,1678769,958.0,210905,1095244,1502387,818.0,31522,368943,459415,252.0,44.9,47.2,59.7,69.0,587159.0,775456.0,23088.0,696.0,4,2023,Wednesday,2023-04,False,2,102,12,15,spring,Normal day,False,False,59.0
2023-04-12,15,SD,2694425,94000,882400,1325725,0,304572,327195.0,365048,403624,1774150,1685651,1674734.0,1610957,1512005,528219,42522,590296,900370,239.0,190542,203370.0,218257,226498,347808,1713644,84.2,89.7,95.0,95.0,95.0,66.4,71.2,76.0,78.4,95.0,40142,211333,335311,159.0,40136,210493,310360,90.0,40106,210286,273168,83.0,5099,77073,77269,30.0,46.9,49.5,60.8,68.0,117224.0,155248.0,3114.0,41.0,4,2023,Wednesday,2023-04,False,2,102,12,15,spring,Normal day,False,False,44.9
2023-04-12,15,NH,5094490,189000,1454740,2635340,0,374674,393066.0,425048,461266,2006780,2973918,2956700.0,2874813,2713241,909109,90654,1005661,1544863,520.0,218717,228125.0,239854,245663,358109,2983335,88.5,92.1,95.0,95.0,95.0,72.2,75.4,78.9,80.6,95.0,80736,359737,538763,223.0,80724,357134,507375,201.0,80691,356877,452581,170.0,15862,107350,133773,71.0,55.3,57.6,66.9,74.3,210553.0,323577.0,8106.0,109.0,4,2023,Wednesday,2023-04,False,2,102,12,15,spring,Normal day,False,False,46.9
2023-04-12,15,VA,26595295,803300,8057380,14038955,0,311584,331197.0,363971,398451,1957110,19547911,19376423.0,18543964,17298162,4925063,510017,6271972,10925723,16486.0,229018,241299.0,253784,259161,362429,19773870,91.2,95.0,95.0,95.0,95.0,76.8,81.0,84.6,85.4,95.0,463334,2122407,3941082,6164.0,462388,2100356,3609757,5470.0,460793,2093630,3138333,4682.0,73912,615002,637960,1303.0,53.5,56.6,68.9,78.0,1363387.0,2091123.0,46146.0,1930.0,4,2023,Wednesday,2023-04,False,2,102,12,15,spring,Normal day,False,False,55.3
2023-04-12,15,NY,60916875,1962500,18763080,32639195,0,313140,332397.0,363179,394916,1848120,45062005,44795841.0,43253530,40652452,10961055,1460587,15018967,25107204,47031.0,231639,244431.0,257873,263545,332542,45063509,94.6,95.0,95.0,95.0,95.0,81.0,85.5,89.6,90.8,95.0,1274746,5245711,9190101,14479.0,1274497,5198886,8545416,12133.0,1273352,5194288,7526452,10123.0,188589,1493063,1508996,2906.0,49.0,51.8,63.6,71.4,3154978.0,4443872.0,120228.0,2475.0,4,2023,Wednesday,2023-04,False,2,102,12,15,spring,Normal day,False,False,53.5
2023-04-12,15,NC,30057070,959800,9753780,15366080,0,286583,304273.0,334506,367115,1716470,19484892,19360109.0,18706214,17606688,5618505,524482,6652363,10698888,1555.0,185781,195986.0,208182,215047,320857,19417432,92.6,95.0,95.0,95.0,95.0,67.3,71.2,75.5,77.6,95.0,493380,2463243,4090387,567.0,493349,2447950,3837758,531.0,491814,2443557,3420530,504.0,56039,865405,914969,97.0,32.0,33.5,41.5,46.5,928565.0,1299779.0,29979.0,256.0,4,2023,Wednesday,2023-04,False,2,102,12,15,spring,Normal day,False,False,49.0
2023-04-12,15,US,976711975,31552000,313410420,505008545,0,294183,312783.0,344495,378254,1782580,674711945,670301782.0,646464414,605944538,183143476,18998381,232056215,366782280,868527.0,203221,214658.0,228014,234666,334252,674711945,81.4,85.8,90.5,92.3,95.0,69.4,73.4,77.5,79.1,94.3,17183774,79908780,132727282,243765.0,17178457,79233785,123184863,229453.0,17150231,79121664,107718803,210613.0,2372131,24535486,24702239,81982.0,51.2,54.1,65.7,73.7,48798046.0,67564968.0,1563249.0,76130.0,4,2023,Wednesday,2023-04,False,2,102,12,15,spring,Normal day,False,False,32.0
2023-04-12,15,MA,23557420,634000,7505380,11660360,0,341783,360473.0,391531,425247,2014610,18116478,17940062.0,17170360,16070859,4543995,409218,6252342,9307476,463.0,262843,274517.0,285376,290103,388598,18189021,95.0,95.0,95.0,95.0,95.0,84.4,88.2,91.0,91.8,95.0,386250,2067486,3351042,344.0,386220,2035066,3055391,334.0,384912,2028471,2670006,305.0,74766,558796,593870,87.0,56.8,59.5,68.9,75.2,1462237.0,1814854.0,27858.0,85.0,4,2023,Wednesday,2023-04,False,2,102,12,15,spring,Normal day,False,False,51.2
2023-04-12,15,IN,18818270,633800,5570200,10039100,0,279526,298046.0,329853,364395,1733220,11170393,11120827.0,10777277,10168656,3423093,318135,3751752,6318048,41811.0,165924,176133.0,188908,196905,315277,11183160,64.6,68.4,72.7,75.1,95.0,57.8,61.5,65.7,68.0,89.9,291416,1305596,2281777,10248.0,291371,1299661,2148470,10106.0,291060,1298883,1909422,9883.0,31655,476503,463015,4345.0,51.1,53.7,65.8,75.3,751803.0,1212663.0,23291.0,3187.0,4,2023,Wednesday,2023-04,False,2,102,12,15,spring,Normal day,False,False,56.8
2023-04-12,15,HI,4617770,124900,1504020,2368440,0,326143,347030.0,381284,413777,1720170,3511914,3488669.0,3349439,3136324,988922,71625,1170463,1952958,1281.0,248039,262177.0,276560,281032,368385,3546841,91.6,95.0,95.0,95.0,95.0,81.6,86.4,90.2,90.5,95.0,66366,381086,705126,359.0,66335,378828,646617,309.0,66145,377892,565394,268.0,11854,113752,132133,37.0,59.8,63.6,77.5,84.9,288329.0,396518.0,6539.0,252.0,4,2023,Wednesday,2023-04,False,2,102,12,15,spring,Normal day,False,False,51.1
2023-04-12,15,AS,128480,600,25000,100770,0,271101,298028.0,348024,410021,3919460,115259,115236.0,102443,85712,9483,580,25359,87459,1280.0,243203,267307.0,277495,273534,289292,115708,95.0,95.0,95.0,95.0,95.0,89.6,95.0,95.0,95.0,91.3,585,9540,31724,634.0,585,9539,25629,633.0,584,9516,19217,629.0,28,1217,1732,17.0,58.1,70.8,79.6,80.6,4945.0,19730.0,2.0,4.0,4,2023,Wednesday,2023-04,False,2,102,12,15,spring,Normal day,False,False,59.8
2023-04-12,15,FL,61071625,2478100,20028020,31967685,0,284349,300283.0,326656,354083,1357950,42150270,42056026.0,41140170,39075786,14505256,1510083,14688488,23394041,188439.0,196251,206786.0,220048,226555,322530,42014411,82.8,87.2,92.3,94.2,95.0,69.6,73.4,77.9,79.5,94.3,1389832,5032509,8470495,53799.0,1388940,5016117,8099617,50399.0,1387892,5013312,7268758,47827.0,216757,2026337,1974488,23741.0,43.9,46.2,58.4,66.4,2736758.0,3708905.0,110681.0,14606.0,4,2023,Wednesday,2023-04,False,2,102,12,15,spring,Normal day,False,False,58.1
2023-04-12,15,UT,8376800,257900,2420360,4649090,0,261289,283177.0,323147,368248,2289540,6151280,6095442.0,5795139,5284521,1292675,188721,1948357,3522216,2752.0,191870,206056.0,223556,232310,353313,6115462,75.5,80.9,86.8,89.1,95.0,66.9,72.1,77.8,79.9,95.0,173444,690383,1276284,649.0,173396,684825,1158748,519.0,173215,684146,960282,390.0,17112,151807,185273,101.0,50.1,54.1,70.1,78.8,385853.0,676390.0,13073.0,260.0,4,2023,Wednesday,2023-04,False,2,102,12,15,spring,Normal day,False,False,43.9
2023-04-12,15,AL,12280595,402500,4797960,5842795,0,250462,266458.0,293311,321913,1445050,7005433,6986822.0,6848860,6514889,2239479,179854,2879887,3571136,924.0,142875,151597.0,163579,170776,263519,7155962,65.1,69.0,74.2,76.9,95.0,53.2,56.5,61.0,63.3,85.3,168872,1064793,1372723,1066.0,168856,1064039,1318507,1057.0,168752,1063205,1181864,1046.0,37223,383617,303351,528.0,39.8,41.7,53.6,63.1,498180.0,524880.0,16414.0,277.0,4,2023,Wednesday,2023-04,False,2,102,12,15,spring,Normal day,False,False,50.1
2023-04-05,14,MS,7205565,235400,2606680,3687915,0,242110,258017.0,285774,316371,1480520,4298876,4292049.0,4199919,3971652,1332883,95753,1647835,2352579,4715.0,144444,153690.0,166569,174381,273865,4360994,61.7,65.7,70.8,73.3,93.9,53.7,57.2,61.8,64.2,86.2,88591,603466,904493,2015.0,88566,602526,865912,1950.0,88463,602028,769541,1800.0,17912,212609,188418,699.0,41.3,43.7,57.2,67.1,297709.0,352818.0,8583.0,1084.0,4,2023,Wednesday,2023-04,False,2,95,5,14,spring,Normal day,False,False,39.8
2023-04-05,14,MA,23523260,634100,7509580,11647900,0,341288,359950.0,390963,424630,2011680,18107964,17932761.0,17164000,16065240,4542573,409212,6252104,9306384,462.0,262720,274405.0,285271,290002,388476,18180422,95.0,95.0,95.0,95.0,95.0,84.4,88.2,91.0,91.8,95.0,386240,2067170,3350193,344.0,386210,2034894,3054855,334.0,384902,2028303,2669566,305.0,74766,558753,593800,87.0,56.8,59.5,68.8,75.2,1461641.0,1813520.0,27857.0,83.0,4,2023,Wednesday,2023-04,False,2,95,5,14,spring,Normal day,False,False,41.3
2023-04-05,14,IH2,4080085,111800,1528980,1943715,0,195893,0.0,0,0,0,2562152,2546234.0,2433126,2222902,478388,42015,1098461,1249422,1168.0,123014,0.0,0,0,0,2562152,55.9,0.0,0.0,0.0,0.0,44.1,0.0,0.0,0.0,0.0,39327,410277,468602,73.0,39299,409044,424443,69.0,39254,408596,344805,69.0,3508,84012,61078,5.0,37.6,39.2,47.7,55.5,154672.0,188475.0,2525.0,294.0,4,2023,Wednesday,2023-04,False,2,95,5,14,spring,Normal day,False,False,56.8
2023-04-05,14,IN,18781590,634000,5569600,10026220,0,278981,297465.0,329211,363685,1729840,11165614,11116319.0,10773098,10164783,3421810,317993,3751504,6316868,41663.0,165853,176062.0,188835,196830,315158,11178453,64.5,68.4,72.7,75.0,95.0,57.8,61.5,65.7,67.9,89.8,291376,1305504,2281348,10221.0,291331,1299582,2148132,10081.0,291020,1298807,1909157,9858.0,31650,476476,462993,4340.0,51.1,53.7,65.8,75.3,751553.0,1212011.0,23230.0,3165.0,4,2023,Wednesday,2023-04,False,2,95,5,14,spring,Normal day,False,False,37.6
2023-04-05,14,OH,31402655,1013900,10080340,16325815,0,268649,285524.0,314005,344664,1534590,21031038,20884697.0,20244017,19174305,6639994,638507,7243695,11241558,24675.0,179920,189891.0,202426,210450,324485,20924740,65.9,69.4,73.4,75.6,94.7,60.6,64.0,67.8,69.8,89.6,561653,2466552,4027474,6418.0,561628,2448647,3764093,6307.0,561338,2447358,3347122,6075.0,92022,827019,911455,2734.0,56.7,59.6,71.2,80.0,1633159.0,2321719.0,61279.0,1565.0,4,2023,Wednesday,2023-04,False,2,95,5,14,spring,Normal day,False,False,51.1
2023-04-05,14,MD,22138620,616400,6423480,11809770,0,366189,389508.0,428803,469935,2307560,14662203,14521716.0,13886412,12904861,3607183,371019,4779569,8022530,25765.0,242524,255496.0,268966,273931,375985,14809872,91.9,95.0,95.0,95.0,95.0,79.9,84.3,87.9,88.5,95.0,331613,1601739,2874889,6826.0,331412,1577546,2620796,6269.0,331173,1576069,2257832,5185.0,55650,451260,444814,1538.0,56.9,60.3,72.5,80.3,1082274.0,1625624.0,36722.0,2013.0,4,2023,Wednesday,2023-04,False,2,95,5,14,spring,Normal day,False,False,56.7
2023-04-05,14,NJ,29340000,1015900,9139040,15464210,0,330324,350642.0,385121,422547,1988430,19781190,19673172.0,18951135,17681131,4862008,585744,6897854,10825911,611.0,222706,235114.0,248756,254639,329508,20373288,94.8,95.0,95.0,95.0,95.0,79.2,83.7,87.9,89.2,95.0,524367,2427911,4075029,619.0,524263,2406120,3766583,600.0,523941,2404579,3262638,573.0,93992,667723,676481,110.0,52.1,55.3,65.3,72.6,1503213.0,2091378.0,69084.0,170.0,4,2023,Wednesday,2023-04,False,2,95,5,14,spring,Normal day,False,False,56.9
2023-04-05,14,OR,14020765,466700,4484060,7032205,0,332424,351404.0,384365,418384,1830200,9348880,9279838.0,8938733,8411496,2671440,279556,3128097,4978232,24562.0,221656,232582.0,245047,251001,348716,9345628,81.9,85.6,89.5,90.9,95.0,72.6,76.3,80.0,81.3,94.4,250338,1036429,1759858,8034.0,250334,1031385,1629125,7767.0,249450,1028123,1438348,7170.0,52900,325209,342784,1963.0,59.0,61.4,72.7,80.4,725147.0,1054910.0,24696.0,2004.0,4,2023,Wednesday,2023-04,False,2,95,5,14,spring,Normal day,False,False,52.1
2023-04-05,14,NM,6119335,190600,2020000,2998085,0,291838,309708.0,342354,377506,1620560,4730715,4701963.0,4524714,4225790,1357552,121488,1721643,2406774,17022.0,225613,237973.0,253141,260692,359515,4909897,94.7,95.0,95.0,95.0,95.0,75.4,79.6,84.0,85.4,95.0,112043,596104,865970,3247.0,112024,592295,794341,3191.0,111874,591625,676766,3104.0,21551,178282,179615,1382.0,54.7,57.9,67.2,72.6,354930.0,497977.0,11142.0,872.0,4,2023,Wednesday,2023-04,False,2,95,5,14,spring,Normal day,False,False,59.0
2023-04-05,14,AK,2149575,86200,718220,1074905,0,293840,315898.0,353039,389725,2347010,1323092,1313371.0,1259260,1173193,285841,46343,469815,706104,1547.0,180863,193011.0,206817,212704,312094,1339456,73.1,77.9,82.9,84.6,95.0,65.2,69.7,74.3,75.8,89.4,42468,167885,265529,415.0,42464,165867,243692,402.0,42295,165392,210126,379.0,3733,44756,33301,97.0,49.6,52.3,68.0,78.5,99133.0,134322.0,3152.0,182.0,4,2023,Wednesday,2023-04,False,2,95,5,14,spring,Normal day,False,False,54.7
2023-04-05,14,WA,25270955,777800,7780600,12785335,0,331862,353024.0,388729,424591,2088990,17627466,17440863.0,16728900,15686939,4512094,495247,5859270,9298057,20618.0,231487,243641.0,257331,263565,372986,17835750,85.5,89.7,94.1,95.0,95.0,76.2,80.3,84.3,85.5,95.0,460310,1991020,3329781,7334.0,460248,1954074,3057323,6967.0,459866,1952566,2670333,6507.0,59570,533405,591684,2413.0,58.6,61.2,73.5,81.4,1383576.0,1974997.0,39466.0,2446.0,4,2023,Wednesday,2023-04,False,2,95,5,14,spring,Normal day,False,False,49.6
2023-04-05,14,HI,4610280,124900,1504020,2366380,0,325614,346467.0,380666,413106,1717380,3509887,3486820.0,3347708,3134709,988352,71625,1170326,1952701,1273.0,247896,262038.0,276417,280887,368173,3544780,91.6,95.0,95.0,95.0,95.0,81.6,86.4,90.2,90.5,95.0,66366,381022,705003,357.0,66335,378783,646544,307.0,66145,377847,565335,267.0,11854,113733,132126,36.0,59.8,63.6,77.5,84.9,288176.0,396277.0,6539.0,249.0,4,2023,Wednesday,2023-04,False,2,95,5,14,spring,Normal day,False,False,58.6
2023-04-05,14,AZ,19738790,621000,6492320,10167520,0,271185,288203.0,318057,350073,1508350,14584138,14509547.0,13963885,13017406,4436766,387833,5187271,7811138,58015.0,200367,211851.0,225004,230867,339038,14213155,78.2,82.5,86.7,87.7,95.0,66.2,70.1,74.0,75.1,90.7,344611,1740215,2710133,13502.0,344350,1731495,2501802,13278.0,343969,1729972,2148222,12983.0,51925,576573,551845,6692.0,50.1,53.1,65.4,72.1,1011675.0,1365183.0,28815.0,5551.0,4,2023,Wednesday,2023-04,False,2,95,5,14,spring,Normal day,False,False,59.8
2023-04-05,14,AL,12259995,402500,4797860,5835755,0,250041,266011.0,292819,321373,1442630,7003312,6984794.0,6846945,6513054,2238740,179848,2879706,3570639,924.0,142832,151552.0,163533,170728,263432,7153844,65.1,69.0,74.2,76.9,95.0,53.2,56.5,61.0,63.3,85.3,168868,1064697,1372505,1066.0,168852,1063947,1318345,1057.0,168748,1063113,1181721,1046.0,37223,383591,303323,528.0,39.8,41.7,53.5,63.1,498031.0,524638.0,16414.0,276.0,4,2023,Wednesday,2023-04,False,2,95,5,14,spring,Normal day,False,False,50.1
2023-04-05,14,WI,16296435,457200,5141500,8163505,0,279890,296734.0,325942,357705,1602020,12399003,12304813.0,11889865,11226206,3927719,338879,4214729,6525302,5032.0,212952,224052.0,237807,246414,386114,12403066,75.3,79.0,83.1,85.1,95.0,68.3,72.0,75.7,77.6,95.0,303810,1389135,2272571,1813.0,303778,1375173,2105652,1692.0,303567,1374394,1856768,1488.0,30981,480107,496762,452.0,61.0,64.1,75.5,83.9,964021.0,1432863.0,27835.0,457.0,4,2023,Wednesday,2023-04,False,2,95,5,14,spring,Normal day,False,False,39.8
2023-04-05,14,PR,8812500,216600,2842920,5012110,0,275934,286472.0,309396,336231,1296610,7834186,7822845.0,7474983,6900756,2047007,151660,2837295,4515357,278.0,245302,254301.0,262437,263291,301183,7848166,90.9,94.2,95.0,95.0,95.0,84.1,87.3,88.7,88.5,89.6,138059,964463,1583677,130.0,138028,963054,1426314,95.0,137908,962674,1219148,46.0,23141,302313,283255,10.0,67.2,71.3,78.1,80.2,710893.0,1083540.0,12154.0,42.0,4,2023,Wednesday,2023-04,False,2,95,5,14,spring,Normal day,False,False,61.0
2023-04-05,14,UT,8360930,257900,2420060,4644370,0,260793,282640.0,322535,367550,2285210,6142004,6087192.0,5787933,5278225,1291376,188624,1947431,3519615,2577.0,191581,205777.0,223278,232033,352958,6106479,75.5,80.8,86.8,89.1,95.0,66.9,72.1,77.8,79.9,95.0,173388,690152,1275462,620.0,173340,684668,1158244,498.0,173160,684000,959867,376.0,17108,151786,185236,98.0,50.1,54.0,70.1,78.7,385552.0,675178.0,13070.0,246.0,4,2023,Wednesday,2023-04,False,2,95,5,14,spring,Normal day,False,False,67.2
2023-04-05,14,GU,386180,25100,99980,232940,0,229202,252800.0,294084,337146,2404460,398814,397837.0,378239,341458,59022,13915,119840,246474,890.0,236700,260431.0,288037,298102,367486,399521,94.7,95.0,95.0,95.0,95.0,85.9,94.7,95.0,95.0,95.0,11632,41415,91376,289.0,11629,41295,83383,285.0,11620,41268,68725,284.0,671,6978,9385,73.0,54.7,59.7,75.8,82.6,28651.0,48627.0,1825.0,26.0,4,2023,Wednesday,2023-04,False,2,95,5,14,spring,Normal day,False,False,50.1
2023-04-05,14,DD2,7750630,210800,2346340,4626010,0,0,0.0,0,0,0,9403609,9377126.0,9185248,8665378,892936,331742,2989308,5835026,53064.0,0,0.0,0,0,0,9403609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323073,1122530,2268580,12976.0,323038,1119581,2196159,12469.0,322665,1118234,1991194,11119.0,10689,86696,158215,819.0,28.1,28.9,39.7,41.5,349667.0,684322.0,6673.0,6044.0,4,2023,Wednesday,2023-04,False,2,95,5,14,spring,Normal day,False,False,54.7
2023-04-05,14,NC,30001660,959600,9751380,15349780,0,286055,303712.0,333889,366438,1713310,19473851,19349846.0,18696881,17598254,5616559,524176,6651415,10694291,1546.0,185676,195882.0,208078,214944,320746,19406397,92.5,95.0,95.0,95.0,95.0,67.3,71.1,75.4,77.6,95.0,493127,2462721,4088409,565.0,493097,2447477,3836152,529.0,491566,2443090,3419164,502.0,56027,865282,914812,97.0,32.0,33.5,41.5,46.5,928037.0,1298666.0,29960.0,252.0,4,2023,Wednesday,2023-04,False,2,95,5,14,spring,Normal day,False,False,28.1
2023-04-05,14,VI,172640,3400,44240,115760,0,162424,173292.0,193056,211810,843051,154992,154836.0,152178,144888,46009,2353,45730,103008,0.0,145820,155420.0,170174,177761,224675,153292,70.7,75.4,82.2,85.6,95.0,55.5,59.2,64.7,67.2,79.6,2138,16712,40126,11.0,2135,16700,38976,11.0,2131,16670,35919,11.0,576,6604,9122,4.0,31.5,33.1,41.3,47.6,6329.0,12084.0,150.0,3.0,4,2023,Wednesday,2023-04,False,2,95,5,14,spring,Normal day,False,False,32.0
2023-04-05,14,MN,18292600,511500,5375820,9443380,0,324358,345926.0,382844,421831,1987500,12772486,12625130.0,12066556,11302615,3619494,361579,4063704,6840029,8238.0,226477,238750.0,252539,260641,393260,12787529,79.0,82.9,86.6,88.5,95.0,72.3,76.3,79.9,81.4,95.0,332086,1358619,2367971,2829.0,332066,1340734,2139990,2710.0,331481,1337926,1858175,2585.0,50914,386910,480298,619.0,63.5,67.3,78.9,86.4,978450.0,1578651.0,29487.0,788.0,4,2023,Wednesday,2023-04,False,2,95,5,14,spring,Normal day,False,False,31.5
2023-04-05,14,AR,8319370,265400,3075120,4011640,0,275676,294039.0,325325,358957,1588020,4861568,4842339.0,4706016,4424298,1499888,126380,1928580,2467768,4817.0,161096,171147.0,184027,190896,286303,4913603,70.0,74.3,79.4,81.5,95.0,56.9,60.6,64.9,66.7,84.1,116062,692266,906430,1471.0,115931,690293,852319,1371.0,115480,688906,740514,1272.0,15962,246126,177895,590.0,44.6,47.3,60.2,70.3,358924.0,396155.0,10340.0,664.0,4,2023,Wednesday,2023-04,False,2,95,5,14,spring,Normal day,False,False,63.5
2023-04-05,14,PA,42361860,1569500,13917940,21112450,0,330901,349980.0,382274,416645,1769970,27472230,27255000.0,26309254,24830256,8453010,802332,9676882,14542137,1971.0,214593,225172.0,237415,244215,353186,27532244,90.9,95.0,95.0,95.0,95.0,73.6,77.3,81.1,82.9,95.0,742352,3369739,5291681,911.0,742220,3320569,4922306,896.0,741634,3316473,4372659,824.0,93457,1138965,1208024,327.0,47.5,49.8,60.8,68.8,1878292.0,2532437.0,64195.0,214.0,4,2023,Wednesday,2023-04,False,2,95,5,14,spring,Normal day,False,False,44.6
